#This file was produced by Open Exoplanet Catalogue https://github.com/OpenExoplanetCatalogue/open_exoplanet_catalogue/blob/master/

# COLUMN system_name: Name of the planetary system.  
# COLUMN star_name: Host star's name.  
# COLUMN star_mass: Star's mass in Solar masses (M☉).  
# COLUMN star_radius: Star's radius in Solar radii (R☉).  
# COLUMN star_temperature: Star's temperature in Kelvin (K).  
# COLUMN star_metallicity: Star's metallicity [Fe/H] in dex.  
# COLUMN star_spectral_type: Star's spectral classification.  
# COLUMN planet_name: Exoplanet's name.  
# COLUMN planet_mass: Exoplanet's mass in M♃ or M⊕.  
# COLUMN planet_radius: Exoplanet's radius in R♃ or R⊕.  
# COLUMN planet_temperature: Exoplanet's temperature in Kelvin (K).  
# COLUMN planet_period: Orbital period in days.  
# COLUMN planet_semimajoraxis: Semi-major axis in AU.  
# COLUMN planet_eccentricity: Orbital eccentricity.  
# COLUMN planet_inclination: Orbital inclination in degrees.  
# COLUMN discovery_method: Method used to detect the exoplanet.  
# COLUMN is_transiting: 1 if transiting, 0 if not.  
# COLUMN discovery_year: Year of discovery.  

system_name,star_name,star_mass,star_radius,star_temperature,star_metallicity,star_spectral_type,planet_name,planet_mass,planet_radius,planet_temperature,planet_period,planet_semimajoraxis,planet_eccentricity,planet_inclination,discovery_method,is_transiting,discovery_year
KOI-1602,KOI-1602,0.9820,0.8700,5818.00,,,KOI-1602 b,,0.15674,800.0,9.977410000000,0.0900000,,,,1,
KOI-1603,KOI-1603,1.1110,1.0200,6218.00,,,KOI-1603 b,,0.15128,1354.0,3.021542000000,0.0420000,,,,1,
KOI-1606,KOI-1606,1.0180,0.9380,5578.00,,,KOI-1606 b,,0.14581,990.0,5.082709000000,0.0580000,,,,1,
KOI-1608,KOI-1608,1.1200,1.1200,6285.00,,,KOI-1608 b,,0.16859,985.0,9.176080000000,0.0890000,,,,1,
KOI-1608,KOI-1608,1.1200,1.1200,6285.00,,,KOI-1608 c,,0.14672,764.0,19.738050000000,0.1480000,,,,1,
KOI-1609,KOI-1609,1.1300,1.0600,6292.00,,,KOI-1609 b,,0.21871,577.0,41.698310000000,0.2450000,,,,1,
KOI-1612,KOI-1612,1.0550,1.3100,6027.00,,,KOI-1612 b,,0.07108,1606.0,2.465031000000,0.0360000,,,,1,
KOI-1613,KOI-1613,1.0120,1.0410,5945.00,,,KOI-1613 b,,0.09751,760.0,15.866200000000,0.1240000,,,,1,
KOI-1613,KOI-1613,1.0120,1.0410,5945.00,,,KOI-1613 c,,0.09842,482.7,94.091372000000,0.4048660,,,,1,
KOI-1615,KOI-1615,1.1530,1.1150,5986.00,,,KOI-1615 b,,0.10662,1764.0,1.340638000000,0.0250000,,,,1,
KOI-1616,KOI-1616,1.1750,1.1280,6037.00,,,KOI-1616 b,,0.12576,817.0,13.932810000000,0.1200000,,,,1,
KOI-1618,KOI-1618,1.2200,1.2900,6134.00,,,KOI-1618 b,,0.07017,1597.0,2.364320000000,0.0370000,,,,1,
KOI-1619,KOI-1619,0.6660,0.6190,4806.00,,,KOI-1619 b,,0.07290,464.0,20.665890000000,0.1290000,,,,1,
KOI-1621,KOI-1621,1.2090,1.7600,5990.00,,,KOI-1621 b,,0.22600,891.0,20.310350000000,0.1550000,,,,1,
KOI-1622,KOI-1622,1.7100,2.0300,7730.00,,,KOI-1622 b,,0.32807,771.0,69.837320000000,0.3970000,,,,1,
KOI-1626,KOI-1626,1.0100,0.9000,5439.00,,,KOI-1626 b,,0.18682,1185.0,2.534773000000,0.0370000,,,,1,
KOI-1627,KOI-1627,0.9500,0.8200,5207.00,,,KOI-1627 b,,0.19502,689.0,10.296780000000,0.0910000,,,,1,
KOI-1627,KOI-1627,0.9500,0.8200,5207.00,,,KOI-1627 c,,0.13032,829.0,5.939160000000,0.0630000,,,,1,
KOI-1627,KOI-1627,0.9500,0.8200,5207.00,,,KOI-1627 d,,0.11756,985.0,3.806789830000,0.0451877,,,,1,
KOI-1628,KOI-1628,1.2300,1.1920,6197.00,,,KOI-1628 b,,0.25972,763.0,19.747469000000,0.1530000,,,,1,
KOI-1628,KOI-1628,1.2300,1.1920,6197.00,,,KOI-1628 c,,0.08976,1642.0,1.772457937000,0.0304865,,,,1,
KOI-1629,KOI-1629,1.1470,1.1500,5864.00,,,KOI-1629 b,,0.13578,1181.0,4.409673000000,0.0550000,,,,1,
KOI-1630,KOI-1630,0.9500,0.8500,5688.00,,,KOI-1630 b,,0.15492,741.0,11.304880000000,0.0970000,,,,1,
KOI-1632,KOI-1632,1.1800,1.2600,6454.00,,,KOI-1632 b,,0.12394,1341.0,4.594920000000,0.0570000,,,,1,
KOI-1633,KOI-1633,0.8500,0.7500,5315.00,,,KOI-1633 b,,0.15583,467.0,32.298610000000,0.1880000,,,,1,
KOI-1637,KOI-1637,0.8000,0.5500,4894.00,,,KOI-1637 b,,0.13032,818.0,2.970439000000,0.0380000,,,,1,
KOI-1639,KOI-1639,1.1300,1.0400,6266.00,,,KOI-1639 c,,0.12394,920.0,9.982260000000,0.0940000,,,,1,
KOI-1641,KOI-1641,1.0500,0.9600,6042.00,,,KOI-1641 b,,0.12394,1092.0,4.853820000000,0.0570000,,,,1,
KOI-1643,KOI-1643,1.0400,1.0300,6074.00,,,KOI-1643 b,,0.18773,871.0,11.045640000000,0.0980000,,,,1,
KOI-1645,KOI-1645,0.7730,0.7900,5197.00,,,KOI-1645 b,,2.00487,442.0,41.166759000000,0.2140000,,,,1,
KOI-1646,KOI-1646,0.7300,0.7200,4969.00,,,KOI-1646 b,,0.08566,908.0,3.720226000000,0.0420000,,,,1,
KOI-1647,KOI-1647,0.9600,1.0800,5880.00,,,KOI-1647 b,,0.17953,787.0,14.970150000000,0.1170000,,,,1,
KOI-1647,KOI-1647,0.9600,1.0800,5880.00,,,KOI-1647 c,,0.17862,608.0,32.275700000000,0.1960000,,,,1,
KOI-1647,KOI-1647,0.9600,1.0800,5880.00,,,KOI-1647 d,,0.09933,1048.0,6.330910000000,0.0660000,,,,1,
KOI-1648,KOI-1648,0.8540,0.7500,5331.00,,,KOI-1648 b,,0.12849,444.0,38.325270000000,0.2110000,,,,1,
KOI-1649,KOI-1649,0.5340,0.5130,3969.00,,,KOI-1649 b,,0.09660,627.0,4.043539000000,0.0400000,,,,1,
KOI-1650,KOI-1650,1.0000,0.8500,5426.00,,,KOI-1650 b,,0.20322,844.0,6.532510000000,0.0680000,,,,1,
KOI-1650,KOI-1650,1.0000,0.8500,5426.00,,,KOI-1650 c,,0.38530,363.0,100.827634600000,0.4248240,,,,1,
KOI-1651,KOI-1651,1.0450,0.9400,6034.00,,,KOI-1651 b,,0.24605,494.0,51.300200000000,0.2740000,,,,1,
KOI-1655,KOI-1655,0.9720,0.9800,5885.00,,,KOI-1655 b,,0.13943,1866.0,0.938470400000,0.0190000,,,,1,
KOI-1656,KOI-1656,1.0400,1.0400,6076.00,,,KOI-1656 b,,0.20049,521.0,51.390000000000,0.2740000,,,,1,
KOI-1658,KOI-1658,1.3420,1.3310,6422.00,,,KOI-1658 b,,1.12546,1919.0,1.544929770000,0.0290000,,,,1,
KOI-1659,KOI-1659,1.2200,1.1600,6530.00,,,KOI-1659 b,,0.24605,694.0,29.538380000000,0.2000000,,,,1,
KOI-1660,KOI-1660,1.0180,0.9100,5943.00,,,KOI-1660 b,,0.18044,543.0,35.638000000000,0.2130000,,,,1,
KOI-1662,KOI-1662,0.8670,0.7600,5388.00,,,KOI-1662 b,,0.14854,1641.0,0.784026200000,0.0160000,,,,1,
KOI-1665,KOI-1665,1.0690,0.9700,6119.00,,,KOI-1665 b,,0.10480,985.0,6.933800000000,0.0730000,,,,1,
KOI-1665,KOI-1665,1.0690,0.9700,6119.00,,,KOI-1665 c,,0.08749,1044.0,5.914610000000,0.0650000,,,,1,
KOI-1669,KOI-1669,1.1630,1.1000,6382.00,,,KOI-1669 b,,0.20322,523.0,61.039000000000,0.3190000,,,,1,
KOI-1672,KOI-1672,0.6370,0.6080,4539.00,,,KOI-1672 b,,0.17224,372.0,33.867360000000,0.1760000,,,,1,
KOI-1675,KOI-1675,0.9700,0.8600,5782.00,,,KOI-1675 b,,0.82929,696.0,14.624300000000,0.1160000,,,,1,
KOI-1677,KOI-1677,0.9560,0.8500,5724.00,,,KOI-1677 b,,0.19866,449.0,52.069860000000,0.2690000,,,,1,
KOI-1677,KOI-1677,0.9560,0.8500,5724.00,,,KOI-1677 c,,0.07382,823.0,8.511700000000,0.0800000,,,,1,
KOI-1681,KOI-1681,0.5210,0.5030,3891.00,,,KOI-1681 b,,0.11482,510.0,6.939196000000,0.0570000,,,,1,
KOI-1681,KOI-1681,0.5210,0.5030,3891.00,,,KOI-1681 c,,0.08056,661.5,1.992831944000,0.0231589,,,,1,
KOI-1681,KOI-1681,0.5210,0.5030,3891.00,,,KOI-1681 d,,0.08749,639.0,3.531115000000,0.0365048,,,,1,
KOI-1683,KOI-1683,0.9810,1.0100,5919.00,,,KOI-1683 b,,0.16403,900.0,9.115130000000,0.0850000,,,,1,
KOI-1684,KOI-1684,1.1680,1.0900,6387.00,,,KOI-1684 b,,0.66525,516.0,62.815570000000,0.3260000,,,,1,
KOI-1685,KOI-1685,1.1900,1.1200,6450.00,,,KOI-1685 b,,0.32807,506.0,70.465400000000,0.3540000,,,,1,
KOI-1686,KOI-1686,0.5080,0.4940,3815.00,,,KOI-1686 b,,0.12120,246.0,56.867200000000,0.2310000,,,,1,
KOI-1687,KOI-1687,0.6850,0.6640,4775.00,,,KOI-1687 b,,0.13487,828.0,3.932449000000,0.0430000,,,,1,
KOI-1688,KOI-1688,0.9650,0.9200,5822.00,,,KOI-1688 b,,0.10207,1831.0,0.921056000000,0.0180000,,,,1,
KOI-1691,KOI-1691,0.9600,0.8600,5230.00,,,KOI-1691 b,,4.00973,469.0,35.145735000000,0.2080000,,,,1,
KOI-1692,KOI-1692,1.0240,0.9510,5501.00,,,KOI-1692 b,,0.24150,928.0,5.960400000000,0.0650000,,,,1,
KOI-1692,KOI-1692,1.0240,0.9510,5501.00,,,KOI-1692 c,,0.07655,1247.0,2.461098000000,0.0360000,,,,1,
KOI-1693,KOI-1693,0.8980,0.8400,5577.00,,,KOI-1693 b,,0.20960,1089.0,3.403746000000,0.0430000,,,,1,
KOI-1695,KOI-1695,1.1100,1.4700,6130.00,,,KOI-1695 b,,0.25516,555.0,71.452450000000,0.3490000,,,,1,
KOI-1700,KOI-1700,0.9170,1.9500,4996.00,,,KOI-1700 b,,0.33718,1117.0,8.037617000000,0.0760000,,,,1,
KOI-1701,KOI-1701,1.5700,1.9200,7288.00,,,KOI-1701 b,,0.15766,2199.0,2.439006000000,0.0410000,,,,1,
KOI-1702,KOI-1702,0.4870,0.4790,3673.00,,,KOI-1702 b,,0.14034,774.0,1.538162500000,0.0210000,,,,1,
KOI-1704,KOI-1704,0.8800,1.0300,5639.00,,,KOI-1704 b,,0.25516,847.0,10.418751000000,0.0890000,,,,1,
KOI-1705,KOI-1705,1.1200,1.0300,6243.00,,,KOI-1705 b,,0.25516,717.0,20.499410000000,0.1520000,,,,1,
KOI-1706,KOI-1706,0.7800,0.8100,5213.00,,,KOI-1706 b,,0.12029,1233.0,1.921430400000,0.0280000,,,,1,
KOI-1707,KOI-1707,0.9500,0.9100,5773.00,,,KOI-1707 b,,0.30984,382.0,96.100900000000,0.4030000,,,,1,
KOI-1707,KOI-1707,0.9500,0.9100,5773.00,,,KOI-1707 c,,0.31650,269.3,265.469541000000,0.7580740,,,,1,
KOI-1708,KOI-1708,1.0030,0.9000,5890.00,,,KOI-1708 b,,0.20049,549.0,32.773730000000,0.2010000,,,,1,
KOI-1710,KOI-1710,0.8700,0.5600,5169.00,,,KOI-1710 b,,0.15674,516.0,14.204370000000,0.1100000,,,,1,
KOI-1711,KOI-1711,0.7300,0.7200,4991.00,,,KOI-1711 b,,0.20049,370.0,55.674540000000,0.2570000,,,,1,
KOI-1713,KOI-1713,0.5870,0.5570,4272.00,,,KOI-1713 b,,0.12849,579.0,6.827818000000,0.0590000,,,,1,
KOI-1713,KOI-1713,0.5870,0.5570,4272.00,,,KOI-1713 c,,0.12029,840.0,2.240507000000,0.0280000,,,,1,
KOI-1715,KOI-1715,0.9600,1.0500,5853.00,,,KOI-1715 b,,0.17132,404.0,105.012900000000,0.4300000,,,,1,
KOI-1716,KOI-1716,0.6930,0.6800,4811.00,,,KOI-1716 b,,0.16403,780.0,4.880861000000,0.0500000,,,,1,
KOI-1717,KOI-1717,0.8220,0.9300,5437.00,,,KOI-1717 b,,0.14216,779.0,10.561560000000,0.0880000,,,,1,
KOI-1718,KOI-1718,1.0600,1.1300,6148.00,,,KOI-1718 b,,0.34630,500.0,67.669190000000,0.3320000,,,,1,
KOI-1720,KOI-1720,0.8760,0.7700,5419.00,,,KOI-1720 b,,0.23694,393.0,59.662600000000,0.2860000,,,,1,
KOI-1721,KOI-1721,0.9250,0.8200,5604.00,,,KOI-1721 b,,0.21233,432.0,52.632000000000,0.2680000,,,,1,
KOI-1722,KOI-1722,0.9880,0.8800,5841.00,,,KOI-1722 b,,0.16130,704.0,14.877120000000,0.1180000,,,,1,
KOI-1723,KOI-1723,1.0630,0.9600,6095.00,,,KOI-1723 b,,0.31896,478.0,59.622170000000,0.3050000,,,,1,
KOI-1724,KOI-1724,1.0700,1.0100,5753.00,,,KOI-1724 b,,0.30984,693.0,17.424590000000,0.1350000,,,,1,
KOI-1725,KOI-1725,0.2100,0.2700,3240.00,,,KOI-1725 b,,0.10480,320.0,9.884700000000,0.0540000,,,,1,
KOI-1726,KOI-1726,0.6760,0.6540,4732.00,,,KOI-1726 b,,0.16768,362.0,44.963930000000,0.2170000,,,,1,
KOI-1727,KOI-1727,0.9740,0.8700,5793.00,,,KOI-1727 b,,0.52856,464.0,49.769990000000,0.2630000,,,,1,
KOI-1731,KOI-1731,0.8100,0.8700,4593.00,,,KOI-1731 b,,0.22874,1025.0,2.594962000000,0.0340000,,,,1,
KOI-1732,KOI-1732,0.9500,0.8400,5691.00,,,KOI-1732 b,,0.29162,473.0,43.316880000000,0.2370000,,,,1,
KOI-1733,KOI-1733,0.8690,0.7700,5395.00,,,KOI-1733 b,,0.20960,569.0,19.181230000000,0.1340000,,,,1,
KOI-1736,KOI-1736,1.0400,0.9400,6021.00,,,KOI-1736 b,,0.22600,581.0,31.003100000000,0.1960000,,,,1,
KOI-1738,KOI-1738,0.7960,0.8500,5307.00,,,KOI-1738 b,,0.11391,993.0,4.167856000000,0.0470000,,,,1,
KOI-1739,KOI-1739,1.0280,0.9200,5966.00,,,KOI-1739 b,,0.19137,298.0,220.657000000000,0.7210000,,,,1,
KOI-1746,KOI-1746,1.0250,0.9300,5973.00,,,KOI-1746 b,,0.16950,793.0,11.791740000000,0.1020000,,,,1,
KOI-1747,KOI-1747,0.9200,0.8100,5590.00,,,KOI-1747 b,,0.17315,588.0,20.558730000000,0.1430000,,,,1,
KOI-1749,KOI-1749,0.9500,0.8400,5697.00,,,KOI-1749 b,,0.19137,555.0,26.964470000000,0.1730000,,,,1,
KOI-1750,KOI-1750,0.9500,0.9400,5800.00,,,KOI-1750 b,,0.11938,906.0,7.768552000000,0.0750000,,,,1,
KOI-1750,KOI-1750,0.9500,0.9400,5800.00,,,KOI-1750 c,,0.09386,1312.0,2.537405000000,0.0357561,,,,1,
KOI-1751,KOI-1751,0.7600,0.7900,5145.00,,,KOI-1751 b,,0.26428,729.0,8.689298000000,0.0760000,,,,1,
KOI-1751,KOI-1751,0.7600,0.7900,5145.00,,,KOI-1751 c,,0.28250,545.0,20.994330000000,0.1360000,,,,1,
KOI-1754,KOI-1754,0.9020,0.9110,5705.00,,,KOI-1754 b,,0.23147,705.0,15.135800000000,0.1160000,,,,1,
KOI-1758,KOI-1758,0.9000,0.5100,5410.00,,,KOI-1758 b,,0.13670,693.0,5.597163000000,0.0600000,,,,1,
KOI-1760,KOI-1760,0.8160,0.8600,5372.00,,,KOI-1760 b,,0.18226,918.0,5.524233000000,0.0570000,,,,1,
KOI-1760,KOI-1760,0.8160,0.8600,5372.00,,,KOI-1760 c,,0.15492,785.0,8.775140000000,0.0780000,,,,1,
KOI-1761,KOI-1761,1.1600,1.0800,6361.00,,,KOI-1761 b,,0.82929,942.0,10.127480000000,0.0960000,,,,1,
KOI-1762,KOI-1762,1.0410,0.9400,6010.00,,,KOI-1762 b,,0.20322,1915.0,0.870697000000,0.0180000,,,,1,
KOI-1771,KOI-1771,1.0540,0.9600,6050.00,,,KOI-1771 b,,5.92347,411.0,91.056437000000,0.4030000,,,,1,
KOI-1773,KOI-1773,0.8350,0.8800,5445.00,,,KOI-1773 b,,4.00973,380.0,83.096990000000,0.3510000,,,,1,
KOI-1779,KOI-1779,0.9800,1.3900,5812.00,,,KOI-1779 b,,0.52856,1299.0,4.662722700000,0.0540000,,,,1,
KOI-1779,KOI-1779,0.9800,1.3900,5812.00,,,KOI-1779 c,,0.45565,950.0,11.815018000000,0.1010000,,,,1,
KOI-1781,KOI-1781,0.8250,0.7590,4977.00,,,KOI-1781 b,,0.34265,713.0,7.834450800000,0.0720000,,,,1,
KOI-1781,KOI-1781,0.8250,0.7590,4977.00,,,KOI-1781 c,,0.20687,981.0,3.005156900000,0.0380000,,,,1,
KOI-1781,KOI-1781,0.8250,0.7590,4977.00,,,KOI-1781 d,,0.28141,367.2,58.019423550000,0.2756260,,,,1,
KOI-1782,KOI-1782,0.8300,0.8500,5411.00,,,KOI-1782 b,,3.18956,651.0,15.420417600000,0.1140000,,,,1,
KOI-1783,KOI-1783,1.1150,1.0300,6235.00,,,KOI-1783 b,,0.77461,382.0,134.479720000000,0.5330000,,,,1,
KOI-1783,KOI-1783,1.1150,1.0300,6235.00,,,KOI-1783 c,,0.47388,298.0,284.042300000000,0.8770000,,,,1,
KOI-1784,KOI-1784,0.9900,0.8900,5853.00,,,KOI-1784 b,,0.47388,1017.0,5.007409900000,0.0570000,,,,1,
KOI-1786,KOI-1786,0.6630,0.6370,4668.00,,,KOI-1786 b,,0.57230,432.0,24.678853000000,0.1450000,,,,1,
KOI-1787,KOI-1787,0.9950,0.8900,5866.00,,,KOI-1787 b,,0.72904,378.0,98.718700000000,0.4180000,,,,1,
KOI-1788,KOI-1788,0.9000,1.0600,4683.00,,,KOI-1788 b,,0.70170,373.0,71.526220000000,0.3250000,,,,1,
KOI-1788,KOI-1788,0.9000,1.0600,4683.00,,,KOI-1788 c,,0.25972,200.0,369.079152000000,0.9294270,,,,1,
KOI-1790,KOI-1790,0.9810,0.9500,5890.00,,,KOI-1790 b,,0.61057,359.0,130.351480000000,0.5000000,,,,1,
KOI-1792,KOI-1792,1.0910,1.0390,5689.00,,,KOI-1792 b,,0.42011,404.0,88.407030000000,0.4000000,,,,1,
KOI-1792,KOI-1792,1.0910,1.0390,5689.00,,,KOI-1792 d,,0.10498,846.1,9.109682670000,0.0877916,,,,1,
KOI-1793,KOI-1793,1.0800,0.9700,5876.00,,,KOI-1793 b,,2.91617,1218.0,3.261758000000,0.0440000,,,,1,
KOI-1796,KOI-1796,0.9180,0.9190,5764.00,,,KOI-1796 b,,0.76549,775.0,11.805712100000,0.0990000,,,,1,
KOI-1797,KOI-1797,0.7110,0.7000,4907.00,,,KOI-1797 b,,0.20049,534.0,16.781774000000,0.1150000,,,,1,
KOI-1798,KOI-1798,1.1010,1.0100,6202.00,,,KOI-1798 b,,0.82929,823.0,12.964712000000,0.1120000,,,,1,
KOI-1799,KOI-1799,1.0460,0.9500,6029.00,,,KOI-1799 b,,4.46538,1519.0,1.731080500000,0.0290000,,,,1,
KOI-1800,KOI-1800,0.8750,0.9400,5600.00,,,KOI-1800 b,,0.56501,880.0,7.794299500000,0.0740000,,,,1,
KOI-1801,KOI-1801,0.8000,0.8600,5331.00,,,KOI-1801 b,,0.30984,662.0,14.532271000000,0.1080000,,,,1,
KOI-1802,KOI-1802,1.0680,0.9800,6103.00,,,KOI-1802 b,,0.22054,1088.0,5.248681000000,0.0600000,,,,1,
KOI-1803,KOI-1803,0.7200,0.7100,4926.00,,,KOI-1803 b,,0.16403,834.0,4.539292000000,0.0480000,,,,1,
KOI-1804,KOI-1804,0.7330,0.7300,5008.00,,,KOI-1804 b,,0.53767,783.0,5.907393000000,0.0580000,,,,1,
KOI-1805,KOI-1805,0.9600,1.4900,5708.00,,,KOI-1805 b,,0.51033,1160.0,6.941344000000,0.0700000,,,,1,
KOI-1805,KOI-1805,0.9600,1.4900,5708.00,,,KOI-1805 c,,0.39186,697.0,31.782260000000,0.1940000,,,,1,
KOI-1805,KOI-1805,0.9600,1.4900,5708.00,,,KOI-1805 d,,0.26883,1346.0,4.362741000000,0.0520000,,,,1,
KOI-1806,KOI-1806,,1.0400,6412.00,-0.3000,,KOI-1806 c,,0.11283,777.0,17.934873600000,0.1378850,,,,1,
KOI-1806,KOI-1806,,1.0400,6412.00,-0.3000,,KOI-1806 d,,0.09532,1001.0,8.371599850000,0.0829707,,,,1,
KOI-1808,KOI-1808,1.1200,1.1700,6278.00,,,KOI-1808 b,,0.36452,470.0,89.192840000000,0.4060000,,,,1,
KOI-1809,KOI-1809,0.8980,0.9090,5692.00,,,KOI-1809 b,,0.21324,739.0,13.093922000000,0.1050000,,,,1,
KOI-1809,KOI-1809,0.8980,0.9090,5692.00,,,KOI-1809 c,,0.12849,1021.0,4.915378000000,0.0550000,,,,1,
KOI-1812,KOI-1812,1.1200,1.0900,6285.00,,,KOI-1812 b,,0.43743,2154.0,0.805263040000,0.0180000,,,,1,
KOI-1813,KOI-1813,0.8400,0.9800,5506.00,,,KOI-1813 b,,0.27339,829.0,9.767805000000,0.0840000,,,,1,
KOI-1814,KOI-1814,1.3900,1.3700,7063.00,,,KOI-1814 b,,0.40097,1005.0,14.800120000000,0.1320000,,,,1,
KOI-1815,KOI-1815,0.6800,0.7000,4735.00,,,KOI-1815 b,,0.16403,879.0,3.126865100000,0.0370000,,,,1,
KOI-1816,KOI-1816,0.8200,0.8300,5362.00,,,KOI-1816 b,,0.51944,733.0,10.240605000000,0.0860000,,,,1,
KOI-1818,KOI-1818,0.9080,1.0900,5723.00,,,KOI-1818 b,,0.31896,747.0,16.877342000000,0.1250000,,,,1,
KOI-1819,KOI-1819,0.8940,0.7900,5486.00,,,KOI-1819 b,,0.18044,683.0,12.057086000000,0.0990000,,,,1,
KOI-1820,KOI-1820,0.9000,1.4100,5536.00,,,KOI-1820 b,,0.29435,1299.0,4.337238000000,0.0500000,,,,1,
KOI-1820,KOI-1820,0.9000,1.4100,5536.00,,,KOI-1820 c,,0.17953,1801.0,1.653898000000,0.0260000,,,,1,
KOI-1821,KOI-1821,0.8300,0.9400,5488.00,,,KOI-1821 b,,0.31896,807.0,9.976834000000,0.0850000,,,,1,
KOI-1822,KOI-1822,1.1400,1.3900,6222.00,,,KOI-1822 b,,0.31896,425.0,150.881100000000,0.5800000,,,,1,
KOI-1824,KOI-1824,1.1600,1.4000,6255.00,,,KOI-1824 b,,0.18591,1491.0,3.553801000000,0.0480000,,,,1,
KOI-1824,KOI-1824,1.1600,1.4000,6255.00,,,KOI-1824 c,,0.16495,1918.0,1.678338000000,0.0290000,,,,1,
KOI-1825,KOI-1825,0.9300,1.4900,5545.00,,,KOI-1825 b,,0.38275,909.0,13.522604000000,0.1080000,,,,1,
KOI-1826,KOI-1826,1.0400,0.9400,6010.00,,,KOI-1826 b,,0.23603,356.0,134.251900000000,0.5200000,,,,1,
KOI-1828,KOI-1828,0.8850,1.1800,5638.00,,,KOI-1828 b,,0.42831,425.0,99.746900000000,0.4040000,,,,1,
KOI-1829,KOI-1829,0.8240,0.8100,5350.00,,,KOI-1829 b,,2.64278,552.0,22.841450000000,0.1480000,,,,1,
KOI-1830,KOI-1830,0.7720,0.8000,5203.00,,,KOI-1830 b,,0.22054,649.0,13.227123000000,0.1000000,,,,1,
KOI-1830,KOI-1830,0.7720,0.8000,5203.00,,,KOI-1830 c,,0.26537,235.7,198.710197500000,0.5677410,,,,1,
KOI-1831,KOI-1831,0.8500,0.7500,5319.00,,,KOI-1831 b,,0.22783,400.0,51.804030000000,0.2580000,,,,1,
KOI-1831,KOI-1831,0.8500,0.7500,5319.00,,,KOI-1831 c,,0.09478,909.0,4.385316000000,0.0500000,,,,1,
KOI-1831,KOI-1831,0.8500,0.7500,5319.00,,,KOI-1831 d,,0.11847,459.0,34.206900000000,0.1960000,,,,1,
KOI-1831,KOI-1831,0.8500,0.7500,5319.00,,,KOI-1831 e,,0.16403,618.0,13.979250000000,0.1080000,,,,1,
KOI-1832,KOI-1832,0.9180,1.0000,5746.00,,,KOI-1832 b,,0.27339,1109.0,4.544475000000,0.0520000,,,,1,
KOI-1832,KOI-1832,0.9180,1.0000,5746.00,,,KOI-1832 c,,0.23694,784.0,12.762120000000,0.1040000,,,,1,
KOI-1832,KOI-1832,0.9180,1.0000,5746.00,,,KOI-1832 d,,0.25516,542.0,38.715850000000,0.2180000,,,,1,
KOI-1833,KOI-1833,0.6290,0.5990,4495.00,,,KOI-1833 b,,0.14763,767.0,3.692988000000,0.0400000,,,,1,
KOI-1833,KOI-1833,0.6290,0.5990,4495.00,,,KOI-1833 c,,0.17187,586.2,7.684333086000,0.0631760,,,,1,
KOI-1833,KOI-1833,0.6290,0.5990,4495.00,,,KOI-1833 d,,0.15465,647.3,5.709396773000,0.0518252,,,,1,
KOI-1835,KOI-1835,0.9140,1.8000,5110.00,,,KOI-1835 b,,0.30802,1325.0,4.580339000000,0.0520000,,,,1,
KOI-1835,KOI-1835,0.9140,1.8000,5110.00,,,KOI-1835 c,,0.26610,1664.0,2.248307700000,0.0330000,,,,1,
KOI-1835,KOI-1835,0.9140,1.8000,5110.00,,,KOI-1835 d,,0.30529,1159.0,6.766912000000,0.0680000,,,,1,
KOI-1837,KOI-1837,0.7900,0.8400,5284.00,,,KOI-1837 b,,0.20960,489.0,34.173250000000,0.1910000,,,,1,
KOI-1837,KOI-1837,0.7900,0.8400,5284.00,,,KOI-1837 c,,0.12740,1425.0,1.682943842000,0.0260916,,,,1,
KOI-1838,KOI-1838,0.6420,0.6140,4562.00,,,KOI-1838 b,,0.21871,473.0,16.736955000000,0.1110000,,,,1,
KOI-1839,KOI-1839,1.0080,1.7600,5541.00,,,KOI-1839 b,,0.43469,1088.0,9.590633000000,0.0890000,,,,1,
KOI-1840,KOI-1840,1.0500,1.1100,6103.00,,,KOI-1840 b,,0.37363,1050.0,7.039324000000,0.0730000,,,,1,
KOI-1841,KOI-1841,0.7770,0.8100,5226.00,,,KOI-1841 b,,0.21871,421.0,49.608050000000,0.2430000,,,,1,
KOI-1842,KOI-1842,0.8470,0.9500,5526.00,,,KOI-1842 b,,0.23694,681.0,16.841896000000,0.1220000,,,,1,
KOI-1843,KOI-1843,0.5090,0.4940,3823.00,,,KOI-1843 b,,0.11665,585.0,4.194525000000,0.0410000,,,,1,
KOI-1843,KOI-1843,0.5090,0.4940,3823.00,,,KOI-1843 c,,0.07290,510.0,6.356006000000,0.0540000,,,,1,
KOI-1845,KOI-1845,0.6800,0.7000,4765.00,,,KOI-1845 b,,0.13670,1042.0,1.970321300000,0.0270000,,,,1,
KOI-1845,KOI-1845,0.6800,0.7000,4765.00,,,KOI-1845 c,,1.91374,758.0,5.058228000000,0.0510000,,,,1,
KOI-1846,KOI-1846,0.8360,0.7300,5273.00,,,KOI-1846 b,,0.34083,310.0,105.957700000000,0.4130000,,,,1,
KOI-1847,KOI-1847,0.8000,0.8500,5311.00,,,KOI-1847 b,,0.23694,535.0,26.853360000000,0.1630000,,,,1,
KOI-1848,KOI-1848,1.1200,1.0600,6272.00,,,KOI-1848 b,,0.21871,542.0,49.624730000000,0.2750000,,,,1,
