system_name,star_name,star_mass,star_radius,star_temperature,star_metallicity,planet_name,planet_radius,planet_temperature,planet_period,semi_major_axis,discovery_method,is_transiting,discovery_year
KOI-3345,KOI-3345,0.954,1.164,6425.0,-0.08,KOI-3345 b,0.15857,633.0,38.1303423,0.233442,unknown,1,2016.0
KOI-3346,KOI-3346,0.954,1.04,5929.0,-0.06,KOI-3346 b,0.12385,783.4,14.42726258,0.115925,unknown,1,2016.0
KOI-3347,KOI-3347,0.954,0.796,5534.0,-0.22,KOI-3347 b,0.13761,681.0,12.90231702,0.102428,unknown,1,2016.0
KOI-3348,KOI-3348,0.954,1.147,6057.0,0.1,KOI-3348 b,0.26045,606.0,36.4341211,0.223226,unknown,1,2016.0
KOI-3349,KOI-3349,0.954,0.954,6247.0,-0.34,KOI-3349 b,0.24787,441.0,82.17593,0.372871,unknown,1,2016.0
KOI-3352,KOI-3352,0.954,1.02,5893.0,-0.02,KOI-3352 b,0.16859,860.0,10.3585971,0.0931747,unknown,1,2016.0
KOI-3353,KOI-3353,0.954,0.803,5149.0,-0.14,KOI-3353 b,0.1654,675.0,11.55527645,0.091067,unknown,1,2016.0
KOI-3354,KOI-3354,0.954,0.9,5718.0,-0.2,KOI-3354 b,0.14763,771.0,11.5705785,0.0963301,unknown,1,2016.0
KOI-3355,KOI-3355,0.954,1.013,6187.0,-0.24,KOI-3355 b,0.15128,773.0,16.295408,0.126322,unknown,1,2016.0
KOI-3356,KOI-3356,0.954,0.835,6081.0,-0.5,KOI-3356 b,0.14134,598.0,26.0849308,0.168041,unknown,1,2016.0
KOI-3357,KOI-3357,0.954,0.894,5830.0,-0.24,KOI-3357 b,2.68078,470.0,52.802771216,0.267728,unknown,1,2016.0
KOI-3358,KOI-3358,0.954,0.845,5529.0,-0.14,KOI-3358 b,0.36188,759.0,10.104035264,0.0872164,unknown,1,2016.0
KOI-3361,KOI-3361,0.954,0.96,5982.0,-0.04,KOI-3361 b,0.22783,454.0,65.9413859,0.324327,unknown,1,2016.0
KOI-3363,KOI-3363,0.954,0.932,6003.0,-0.14,KOI-3363 b,0.15693,747.0,14.53254712,0.117274,unknown,1,2016.0
KOI-3365,KOI-3365,0.954,1.445,5312.0,0.34,KOI-3365 b,0.28797,721.0,22.12676997,0.152483,unknown,1,2016.0
KOI-3367,KOI-3367,0.954,0.966,6195.0,-0.3,KOI-3367 b,0.18135,653.0,25.3736765,0.169279,unknown,1,2016.0
KOI-3370,KOI-3370,0.954,0.795,4922.0,0.08,KOI-3370 b,0.12849,499.0,24.3523501,0.150419,unknown,1,2016.0
KOI-3370,KOI-3370,0.954,0.795,4922.0,0.08,KOI-3370 c,0.15055,799.0,5.94222284,0.0587365,unknown,1,2016.0
KOI-3371,KOI-3371,0.954,0.685,5356.0,-0.66,KOI-3371 b,0.10845,382.2,58.126419,0.261862,unknown,1,2016.0
KOI-3372,KOI-3372,0.954,1.035,6197.0,-0.08,KOI-3372 b,0.23147,654.0,26.7575531,0.180699,unknown,1,2016.0
KOI-3374,KOI-3374,0.954,1.013,6328.0,-0.28,KOI-3374 b,0.10143,937.0,9.50844486,0.0898483,unknown,1,2016.0
KOI-3374,KOI-3374,0.954,1.013,6328.0,-0.28,KOI-3374 c,0.11118,612.0,34.1082912,0.210544,unknown,1,2016.0
KOI-3375,KOI-3375,0.954,0.924,5889.0,-0.16,KOI-3375 b,0.26519,497.0,47.0564321,0.252285,unknown,1,2016.0
KOI-3377,KOI-3377,0.954,0.508,4339.0,-1.04,KOI-3377 b,0.1017,506.8,10.01002063,0.0724819,unknown,1,2016.0
KOI-3379,KOI-3379,0.954,0.984,6283.0,-0.3,KOI-3379 b,0.21917,624.0,30.4548752,0.19385,unknown,1,2016.0
KOI-3383,KOI-3383,0.954,0.818,5513.0,-0.16,KOI-3383 b,0.23375,479.0,37.8868474,0.210632,unknown,1,2016.0
KOI-3384,KOI-3384,0.954,1.09,6053.0,0.04,KOI-3384 b,0.11701,897.0,10.54844316,0.0965548,unknown,1,2016.0
KOI-3384,KOI-3384,0.954,1.09,6053.0,0.04,KOI-3384 c,0.13651,725.9,19.9159769,0.147497,unknown,1,2016.0
KOI-3385,KOI-3385,0.954,1.112,5786.0,-0.08,KOI-3385 b,4.1364,514.0,54.06134172,0.273963,unknown,1,2016.0
KOI-3386,KOI-3386,0.954,1.038,6122.0,-0.2,KOI-3386 b,3.64157,604.0,34.525994462,0.207615,unknown,1,2016.0
KOI-3389,KOI-3389,0.954,0.941,6022.0,-0.2,KOI-3389 b,0.12412,595.0,29.7685132,0.187901,unknown,1,2016.0
KOI-3391,KOI-3391,0.954,0.54,4342.0,-0.8,KOI-3391 b,0.13761,336.1,36.7655855,0.175356,unknown,1,2016.0
KOI-3393,KOI-3393,0.954,1.066,6112.0,0.02,KOI-3393 b,0.21507,517.0,54.6495274,0.289685,unknown,1,2016.0
KOI-3394,KOI-3394,0.954,1.064,6167.0,0.07,KOI-3394 b,0.17679,785.0,15.576249,0.12783,unknown,1,2016.0
KOI-3395,KOI-3395,0.954,0.924,5912.0,-0.38,KOI-3395 b,0.1048,849.0,10.00506198,0.0872218,unknown,1,2016.0
KOI-3396,KOI-3396,0.954,0.85,5804.0,-0.2,KOI-3396 b,0.17224,515.0,36.2583597,0.210175,unknown,1,2016.0
KOI-3397,KOI-3397,0.954,1.168,6495.0,-0.1,KOI-3397 b,0.21051,652.0,35.8756946,0.225697,unknown,1,2016.0
KOI-3398,KOI-3398,0.954,0.956,6444.0,-0.5,KOI-3398 b,0.11245,1017.0,7.31939992,0.0746425,unknown,1,2016.0
KOI-3398,KOI-3398,0.954,0.956,6444.0,-0.5,KOI-3398 c,0.20067,599.0,35.7992679,0.215073,unknown,1,2016.0
KOI-3398,KOI-3398,0.954,0.956,6444.0,-0.5,KOI-3398 d,0.09186,1212.0,4.32707893,0.0525774,unknown,1,2016.0
KOI-3401,KOI-3401,0.954,1.072,5896.0,-0.22,KOI-3401 b,0.12658,745.0,17.9557469,0.130706,unknown,1,2016.0
KOI-3403,KOI-3403,0.954,1.135,6035.0,-0.14,KOI-3403 b,0.16513,594.0,39.8190618,0.227731,unknown,1,2016.0
KOI-3403,KOI-3403,0.954,1.135,6035.0,-0.14,KOI-3403 c,0.09049,1107.0,6.15841825,0.0656156,unknown,1,2016.0
KOI-3404,KOI-3404,0.954,0.953,5645.0,0.0,KOI-3404 b,0.17315,424.0,82.2858,0.376683,unknown,1,2016.0
KOI-3407,KOI-3407,0.954,0.745,5598.0,-0.48,KOI-3407 b,0.2466,349.0,92.4366138,0.372418,unknown,1,2016.0
KOI-3408,KOI-3408,0.954,0.926,6014.0,-0.2,KOI-3408 b,0.1613,453.0,65.4288748,0.317651,unknown,1,2016.0
KOI-3410,KOI-3410,0.954,0.917,5880.0,-0.06,KOI-3410 b,0.13852,695.0,16.5860113,0.127773,unknown,1,2016.0
KOI-3411,KOI-3411,0.954,1.064,6167.0,0.07,KOI-3411 b,1.20839,655.0,26.837716489,0.18372,unknown,1,2016.0
KOI-3412,KOI-3412,0.954,1.802,4807.0,0.48,KOI-3412 b,0.37555,801.0,16.75258825,0.12616,unknown,1,2016.0
KOI-3413,KOI-3413,0.954,1.031,6241.0,-0.14,KOI-3413 b,5.13975,536.0,49.61275428,0.272227,unknown,1,2016.0
KOI-3414,KOI-3414,0.954,0.537,3900.0,-0.1,KOI-3414 b,1.68591,330.9,27.009805434,0.14522,unknown,1,2016.0
KOI-3415,KOI-3415,0.954,0.796,5619.0,-0.7,KOI-3415 b,0.08284,678.0,15.0218632,0.106526,unknown,1,2016.0
KOI-3416,KOI-3416,0.954,0.806,5559.0,-0.18,KOI-3416 b,0.11482,705.0,11.8235454,0.0975182,unknown,1,2016.0
KOI-3417,KOI-3417,0.954,1.008,5915.0,-0.02,KOI-3417 b,0.29308,415.0,91.083087,0.398073,unknown,1,2016.0
KOI-3418,KOI-3418,0.954,1.057,5922.0,-0.28,KOI-3418 b,0.35869,443.1,85.274625,0.367531,unknown,1,2016.0
KOI-3419,KOI-3419,0.954,1.332,6391.0,-0.22,KOI-3419 b,4.75153,590.0,58.585035518,0.303779,unknown,1,2016.0
KOI-3420,KOI-3420,0.954,1.001,6063.0,-0.02,KOI-3420 c,0.15766,814.0,12.50155,0.108134,unknown,1,2016.0
KOI-3421,KOI-3421,0.954,1.283,6535.0,0.21,KOI-3421 b,0.15437,647.0,40.6508729,0.255013,unknown,1,2016.0
KOI-3423,KOI-3423,0.954,1.167,6299.0,0.21,KOI-3423 b,0.27248,663.0,30.25415969,0.204771,unknown,1,2016.0
KOI-3425,KOI-3425,0.954,2.0,6120.0,0.02,KOI-3425 b,0.27202,968.0,20.0346919,0.155682,unknown,1,2016.0
KOI-3425,KOI-3425,0.954,2.0,6120.0,0.02,KOI-3425 c,0.13396,1792.0,3.15719476,0.0454204,unknown,1,2016.0
KOI-3426,KOI-3426,0.954,1.013,6158.0,-0.44,KOI-3426 b,0.14945,508.0,58.7702473,0.289207,unknown,1,2016.0
KOI-3428,KOI-3428,0.954,1.035,6197.0,-0.08,KOI-3428 b,0.14854,488.0,64.6596836,0.325397,unknown,1,2016.0
KOI-3429,KOI-3429,0.954,0.998,5878.0,-0.02,KOI-3429 b,0.16221,737.0,15.8278102,0.123613,unknown,1,2016.0
KOI-3429,KOI-3429,0.954,0.998,5878.0,-0.02,KOI-3429 c,0.14945,898.0,8.74196472,0.0832128,unknown,1,2016.0
KOI-3430,KOI-3430,0.954,0.756,5645.0,0.0,KOI-3430 b,0.113,625.0,13.92477,0.107705,unknown,1,2016.0
KOI-3432,KOI-3432,0.954,0.889,5359.0,-0.04,KOI-3432 b,0.18226,452.0,48.0523808,0.243094,unknown,1,2016.0
KOI-3433,KOI-3433,0.954,0.922,5252.0,0.1,KOI-3433 b,0.51306,506.0,34.08431057,0.193443,unknown,1,2016.0
KOI-3434,KOI-3434,0.954,1.056,6180.0,-0.18,KOI-3434 b,0.12211,918.0,10.28561913,0.0931737,unknown,1,2016.0
KOI-3436,KOI-3436,0.954,0.753,5002.0,-0.18,KOI-3436 b,0.10115,409.0,44.201899,0.219544,unknown,1,2016.0
KOI-3437,KOI-3437,0.954,0.917,6033.0,-0.64,KOI-3437 b,0.11519,760.0,15.0328977,0.112367,unknown,1,2016.0
KOI-3437,KOI-3437,0.954,0.917,6033.0,-0.64,KOI-3437 c,0.14034,575.0,34.7485385,0.196442,unknown,1,2016.0
KOI-3438,KOI-3438,0.954,1.186,6425.0,-0.02,KOI-3438 b,0.12057,877.0,14.55657742,0.123916,unknown,1,2016.0
KOI-3439,KOI-3439,0.954,1.155,6446.0,-0.1,KOI-3439 b,0.20851,614.0,41.7083151,0.248066,unknown,1,2016.0
KOI-3440,KOI-3440,0.954,0.83,5853.0,-0.36,KOI-3440 b,0.22773,533.0,33.0254795,0.194677,unknown,1,2016.0
KOI-3443,KOI-3443,0.954,0.71,5334.0,-0.44,KOI-3443 b,0.19684,323.7,96.1703368,0.375172,unknown,1,2016.0
KOI-3444,KOI-3444,0.954,0.598,3842.0,0.42,KOI-3444 b,0.09441,437.3,12.67137352,0.0898215,unknown,1,2016.0
KOI-3444,KOI-3444,0.954,0.598,3842.0,0.42,KOI-3444 c,0.52309,260.0,60.32663169,0.254197,unknown,1,2016.0
KOI-3444,KOI-3444,0.954,0.598,3842.0,0.42,KOI-3444 d,0.05732,738.1,2.63592784,0.0315346,unknown,1,2016.0
KOI-3445,KOI-3445,0.954,0.848,5751.0,-0.28,KOI-3445 b,0.22992,392.0,82.30488,0.356105,unknown,1,2016.0
KOI-3448,KOI-3448,0.954,0.982,6315.0,-0.34,KOI-3448 b,0.20395,614.0,32.5109329,0.202205,unknown,1,2016.0
KOI-3449,KOI-3449,0.954,0.807,5344.0,-0.34,KOI-3449 b,2.28919,402.0,62.12765676,0.277845,unknown,1,2016.0
KOI-3451,KOI-3451,0.954,1.154,6426.0,-0.12,KOI-3451 b,0.14672,959.0,10.90746754,0.100767,unknown,1,2016.0
KOI-3455,KOI-3455,0.954,0.88,5783.0,-0.08,KOI-3455 b,0.15219,712.0,14.0546485,0.113127,unknown,1,2016.0
KOI-3456,KOI-3456,0.954,1.062,6008.0,-0.2,KOI-3456 b,0.11893,625.0,30.8608822,0.190715,unknown,1,2016.0
KOI-3458,KOI-3458,0.954,0.849,5645.0,0.0,KOI-3458 b,0.12758,693.7,14.03303,0.115719,unknown,1,2016.0
KOI-3459,KOI-3459,0.954,0.861,5933.0,-0.28,KOI-3459 b,0.1593,740.0,13.2224021,0.107706,unknown,1,2016.0
KOI-3460,KOI-3460,0.954,0.851,5951.0,-0.48,KOI-3460 b,0.11391,445.0,62.596712,0.295813,unknown,1,2016.0
KOI-3462,KOI-3462,0.954,0.893,5645.0,0.0,KOI-3462 b,0.12758,756.0,12.43415,0.105037,unknown,1,2016.0
KOI-3462,KOI-3462,0.954,0.893,5645.0,0.0,KOI-3462 c,0.15492,557.0,30.9906,0.193086,unknown,1,2016.0
KOI-3465,KOI-3465,0.954,0.911,5443.0,-0.18,KOI-3465 b,0.08767,675.0,16.05073129,0.115444,unknown,1,2016.0
KOI-3467,KOI-3467,0.954,1.066,6220.0,-0.1,KOI-3467 b,2.69226,618.0,33.937528273,0.210211,unknown,1,2016.0
KOI-3468,KOI-3468,0.954,0.921,5746.0,-0.4,KOI-3468 b,0.1038,655.0,20.7060692,0.137912,unknown,1,2016.0
KOI-3470,KOI-3470,0.954,1.027,6077.0,-0.02,KOI-3470 b,0.13761,777.0,15.061845,0.122179,unknown,1,2016.0
KOI-3470,KOI-3470,0.954,1.027,6077.0,-0.02,KOI-3470 c,0.17588,653.0,25.4336273,0.173254,unknown,1,2016.0
KOI-3471,KOI-3471,0.954,2.191,4847.0,0.07,KOI-3471 b,2.64825,562.0,67.45118216,0.3168,unknown,1,2016.0
KOI-3472,KOI-3472,0.954,1.031,6277.0,-0.18,KOI-3472 b,0.11118,907.0,10.43006268,0.0961747,unknown,1,2016.0
KOI-3473,KOI-3473,0.954,2.427,5214.0,0.06,KOI-3473 b,0.63244,816.0,27.63715283,0.192933,unknown,1,2016.0
KOI-3474,KOI-3474,0.954,0.767,5751.0,-0.52,KOI-3474 b,0.11209,437.0,52.6100156,0.25819,unknown,1,2016.0
KOI-3480,KOI-3480,0.954,0.741,5465.0,-0.38,KOI-3480 b,0.1212,673.0,11.9378307,0.0951757,unknown,1,2016.0
KOI-3481,KOI-3481,0.954,0.838,6099.0,-0.54,KOI-3481 b,0.10125,558.0,32.7076011,0.194667,unknown,1,2016.0
KOI-3482,KOI-3482,0.954,0.844,6028.0,-0.54,KOI-3482 b,0.10845,717.0,15.3316419,0.11623,unknown,1,2016.0
KOI-3483,KOI-3483,0.954,1.034,5645.0,0.0,KOI-3483 b,0.16403,452.0,82.3295,0.384369,unknown,1,2016.0
KOI-3484,KOI-3484,0.954,1.132,6286.0,-0.08,KOI-3484 b,0.28369,473.0,84.704231,0.388626,unknown,1,2016.0
KOI-3486,KOI-3486,0.954,0.889,5418.0,-0.2,KOI-3486 b,0.10863,628.0,19.0707237,0.128986,unknown,1,2016.0
KOI-3487,KOI-3487,0.954,0.75,5791.0,-0.62,KOI-3487 b,2.95353,364.0,89.73965792,0.368746,unknown,1,2016.0
KOI-3493,KOI-3493,0.954,0.932,6003.0,-0.14,KOI-3493 b,0.17397,506.0,46.7160636,0.255438,unknown,1,2016.0
KOI-3495,KOI-3495,0.954,0.74,5650.0,-0.54,KOI-3495 b,0.0955,611.0,17.6062751,0.123205,unknown,1,2016.0
KOI-3495,KOI-3495,0.954,0.74,5650.0,-0.54,KOI-3495 c,0.10024,892.0,6.685149,0.0684548,unknown,1,2016.0
KOI-3496,KOI-3496,0.954,1.685,6602.0,-0.12,KOI-3496 b,0.2302,903.0,23.2385391,0.175214,unknown,1,2016.0
KOI-3496,KOI-3496,0.954,1.685,6602.0,-0.12,KOI-3496 c,0.15693,1261.0,8.54330817,0.0899182,unknown,1,2016.0
KOI-3497,KOI-3497,0.954,0.698,4623.0,-0.06,KOI-3497 b,0.12931,473.8,20.35967569,0.129354,unknown,1,2016.0
KOI-3500,KOI-3500,0.954,0.962,6085.0,-0.26,KOI-3500 b,0.14526,450.0,73.750432,0.343023,unknown,1,2016.0
KOI-3500,KOI-3500,0.954,0.962,6085.0,-0.26,KOI-3500 c,0.0647,1127.0,4.748226,0.0563389,unknown,1,2016.0
KOI-3503,KOI-3503,0.954,0.847,6338.0,-0.8,KOI-3503 b,0.08831,674.0,21.1869026,0.145657,unknown,1,2016.0
KOI-3506,KOI-3506,0.954,1.844,6878.0,-0.38,KOI-3506 b,5.68015,1215.0,12.6253114906,0.115089,unknown,1,2016.0
KOI-3515,KOI-3515,0.954,1.207,6395.0,-0.36,KOI-3515 b,5.61813,508.0,82.137608968,0.372846,unknown,1,2016.0
KOI-3527,KOI-3527,0.954,0.785,5668.0,-0.36,KOI-3527 b,5.31016,383.0,76.819853672,0.335423,unknown,1,2016.0
KOI-3528,KOI-3528,0.954,2.185,6061.0,-0.86,KOI-3528 b,8.23636,515.0,165.40574049,0.589791,unknown,1,2016.0
KOI-3531,KOI-3531,0.954,0.904,5973.0,-0.22,KOI-3531 b,4.83537,435.0,70.582873472,0.33185,unknown,1,2016.0
KOI-3533,KOI-3533,0.954,0.989,6217.0,-0.22,KOI-3533 b,5.30469,362.0,152.15143603,0.568432,unknown,1,2016.0
KOI-3541,KOI-3541,0.954,1.708,6235.0,-0.14,KOI-3541 b,5.00005,334.8,421.42846919,1.15302,unknown,1,2016.0
KOI-3545,KOI-3545,0.954,0.576,4556.0,-0.74,KOI-3545 b,2.86399,1164.1,1.09206485748,0.0171716,unknown,1,2016.0
KOI-3554,KOI-3554,0.954,0.83,5780.0,-0.54,KOI-3554 b,3.59244,234.8,394.681793213,0.979296,unknown,1,2016.0
KOI-3557,KOI-3557,0.954,1.183,6462.0,-0.34,KOI-3557 b,3.86265,352.0,243.8212497,0.775178,unknown,1,2016.0
KOI-3560,KOI-3560,0.954,0.989,6466.0,-1.54,KOI-3560 b,3.45605,1850.2,1.5018337965,0.0235095,unknown,1,2016.0
KOI-3565,KOI-3565,0.954,0.958,5640.0,0.36,KOI-3565 b,5.579,1246.0,2.63757374306,0.0381719,unknown,1,2016.0
KOI-3573,KOI-3573,0.954,1.216,6403.0,-0.2,KOI-3573 b,3.88853,625.0,43.562243686,0.248538,unknown,1,2016.0
KOI-3581,KOI-3581,0.954,0.743,4856.0,-0.08,KOI-3581 b,3.69434,626.8,10.9938745499,0.0867874,unknown,1,2016.0
KOI-3583,KOI-3583,0.954,2.017,7591.0,-0.08,KOI-3583 b,6.33264,525.0,210.30663744,0.820483,unknown,1,2016.0
KOI-3602,KOI-3602,0.954,1.02,5940.0,-0.46,KOI-3602 b,2.81684,308.6,249.3621761,0.735616,unknown,1,2016.0
KOI-3605,KOI-3605,0.954,0.696,5126.0,-0.54,KOI-3605 b,2.12151,256.2,178.26800557,0.542191,unknown,1,2016.0
KOI-3606,KOI-3606,0.954,1.393,6570.0,-0.14,KOI-3606 b,5.39218,1822.0,2.1816928464,0.0352528,unknown,1,2016.0
KOI-3608,KOI-3608,0.954,0.993,6105.0,-0.24,KOI-3608 b,2.71113,306.8,244.83268785,0.765437,unknown,1,2016.0
KOI-3611,KOI-3611,0.954,1.005,6137.0,-0.32,KOI-3611 b,5.6683,892.0,10.443336694,0.0926191,unknown,1,2016.0
KOI-3617,KOI-3617,0.954,2.451,8285.0,0.07,KOI-3617 b,10.55143,3056.0,1.67503791261,0.0350705,unknown,1,2016.0
KOI-3620,KOI-3620,0.954,0.756,5772.0,-1.08,KOI-3620 b,2.36301,468.0,46.698202357,0.223999,unknown,1,2016.0
KOI-3626,KOI-3626,0.954,0.894,5881.0,-0.3,KOI-3626 b,4.48179,504.0,44.14583836,0.237237,unknown,1,2016.0
KOI-3627,KOI-3627,0.954,0.991,6185.0,-0.18,KOI-3627 c,2.10329,941.0,8.529992426,0.0833768,unknown,1,2016.0
KOI-3641,KOI-3641,0.954,0.794,5934.0,-0.56,KOI-3641 b,1.96021,303.2,178.41296349,0.591827,unknown,1,2016.0
KOI-3647,KOI-3647,0.954,1.121,6167.0,-0.12,KOI-3647 b,4.13732,749.0,20.427224327,0.147993,unknown,1,2016.0
KOI-3649,KOI-3649,0.954,1.343,6282.0,-0.24,KOI-3649 b,5.95628,2081.0,1.3039021679,0.0238183,unknown,1,2016.0
KOI-3652,KOI-3652,0.954,1.415,5642.0,-0.02,KOI-3652 b,5.01308,841.0,16.371893362,0.124051,unknown,1,2016.0
KOI-3660,KOI-3660,0.954,0.802,5693.0,-0.3,KOI-3660 b,1.48331,293.7,174.770889282,0.586308,unknown,1,2016.0
KOI-3663,KOI-3663,0.954,1.124,6007.0,-0.08,KOI-3663 b,1.02885,305.6,282.525503,0.84511,unknown,1,2016.0
KOI-3674,KOI-3674,0.954,0.825,6024.0,-0.5,KOI-3674 b,2.435,313.1,175.0660624,0.594476,unknown,1,2016.0
KOI-3675,KOI-3675,0.954,0.812,5378.0,-0.36,KOI-3675 b,3.2035,584.0,20.8390926,0.134067,unknown,1,2016.0
KOI-3678,KOI-3678,0.954,1.044,5650.0,-0.28,KOI-3678 b,0.83104,346.1,160.88564385,0.541388,unknown,1,2016.0
KOI-3680,KOI-3680,0.954,0.913,5926.0,-0.12,KOI-3680 b,0.97254,342.6,141.2417232,0.531683,unknown,1,2016.0
KOI-3681,KOI-3681,0.954,2.274,6382.0,-0.84,KOI-3681 b,2.01094,497.0,217.83182903,0.73053,unknown,1,2016.0
KOI-3681,KOI-3681,0.954,2.274,6382.0,-0.84,KOI-3681 c,0.19192,1364.0,10.51416038,0.0968443,unknown,1,2016.0
KOI-3683,KOI-3683,0.954,1.375,6517.0,-0.16,KOI-3683 b,0.85064,391.0,214.3120712,0.745184,unknown,1,2016.0
KOI-3685,KOI-3685,0.954,0.987,5914.0,-0.22,KOI-3685 b,2.10967,315.7,208.86908185,0.674256,unknown,1,2016.0
KOI-3685,KOI-3685,0.954,0.987,5914.0,-0.22,KOI-3685 c,0.14672,967.0,7.25933971,0.0718081,unknown,1,2016.0
KOI-3689,KOI-3689,0.954,1.321,6429.0,-0.28,KOI-3689 b,1.2164,1326.0,5.241026254,0.0604751,unknown,1,2016.0
KOI-3690,KOI-3690,0.954,1.408,6387.0,-0.26,KOI-3690 b,2.54071,1005.0,12.893021861,0.110748,unknown,1,2016.0
KOI-3692,KOI-3692,0.954,1.382,6200.0,-0.32,KOI-3692 b,1.30517,2184.0,1.1601415421,0.0216792,unknown,1,2016.0
KOI-3696,KOI-3696,0.954,1.012,6063.0,0.07,KOI-3696 b,2.24818,333.0,181.8521478,0.652073,unknown,1,2016.0
KOI-3709,KOI-3709,0.954,0.915,6328.0,-0.5,KOI-3709 b,1.90371,323.3,205.5833059,0.682291,unknown,1,2016.0
KOI-3715,KOI-3715,0.954,1.276,6907.0,-0.5,KOI-3715 b,2.66738,1122.0,9.84888318,0.0940854,unknown,1,2016.0
KOI-3717,KOI-3717,0.954,1.007,6124.0,-0.34,KOI-3717 b,1.74332,319.5,227.6625302,0.719854,unknown,1,2016.0
KOI-3720,KOI-3720,0.954,1.465,6953.0,-0.2,KOI-3720 b,2.6282,423.0,213.39904552,0.76863,unknown,1,2016.0
KOI-3721,KOI-3721,0.954,1.194,6261.0,-0.26,KOI-3721 b,1.73603,1157.0,6.40824756,0.0680027,unknown,1,2016.0
KOI-3726,KOI-3726,0.954,0.735,4530.0,0.22,KOI-3726 b,1.36158,264.9,115.99436329,0.418324,unknown,1,2016.0
KOI-3728,KOI-3728,0.954,4.037,7358.0,-0.08,KOI-3728 b,1.87002,2336.0,5.546082787,0.077934,unknown,1,2016.0
KOI-3735,KOI-3735,0.954,1.418,6572.0,-0.28,KOI-3735 b,6.79832,1195.0,8.096915814,0.0835015,unknown,1,2016.0
KOI-3738,KOI-3738,0.954,1.0,5780.0,0.0,KOI-3738 b,6.33848,725.5,15.85211724,0.123525,unknown,1,2016.0
KOI-3741,KOI-3741,0.954,1.467,5645.0,0.0,KOI-3741 c,0.17315,899.0,18.57854,0.14689,unknown,1,2016.0
KOI-3742,KOI-3742,0.954,1.135,6609.0,-0.28,KOI-3742 b,6.79103,1931.0,1.4125781942,0.0258644,unknown,1,2016.0
KOI-3749,KOI-3749,0.954,0.225,3311.0,-0.1,KOI-3749 b,0.74545,291.9,10.72733788,0.0563396,unknown,1,2016.0
KOI-3762,KOI-3762,0.954,0.887,5911.0,-0.2,KOI-3762 b,0.61605,283.5,240.8006066,0.750616,unknown,1,2016.0
KOI-3765,KOI-3765,0.954,0.469,4561.0,-1.84,KOI-3765 b,2.14156,1162.8,0.8659716058,0.0140437,unknown,1,2016.0
KOI-3767,KOI-3767,0.954,0.8,5159.0,-0.16,KOI-3767 b,1.52908,809.0,6.714244995,0.0633513,unknown,1,2016.0
KOI-3770,KOI-3770,0.954,1.217,6357.0,0.21,KOI-3770 b,0.64402,1545.0,2.607216428,0.0401183,unknown,1,2016.0
KOI-3771,KOI-3771,0.954,0.921,5687.0,-0.32,KOI-3771 b,1.27409,989.0,5.801827485,0.0592807,unknown,1,2016.0
KOI-3780,KOI-3780,0.954,1.361,6770.0,-0.36,KOI-3780 b,1.52005,796.0,27.9607554,0.191559,unknown,1,2016.0
KOI-3782,KOI-3782,0.954,2.99,5018.0,0.28,KOI-3782 b,3.13944,452.0,186.516587,0.718273,unknown,1,2016.0
KOI-3783,KOI-3783,0.954,1.935,7214.0,0.24,KOI-3783 b,1.2576,498.0,197.1447699,0.790086,unknown,1,2016.0
KOI-3784,KOI-3784,0.954,1.166,6022.0,-0.1,KOI-3784 b,1.33506,711.0,23.8701851,0.162705,unknown,1,2016.0
KOI-3787,KOI-3787,0.954,1.099,5993.0,-0.1,KOI-3787 b,0.83566,380.0,141.73397109,0.531714,unknown,1,2016.0
KOI-3791,KOI-3791,0.954,1.393,6340.0,-0.38,KOI-3791 b,0.65696,308.5,440.7851966,1.14503,unknown,1,2016.0
KOI-3794,KOI-3794,0.954,0.66,4550.0,-0.18,KOI-3794 b,0.42321,1437.4,0.6535534128,0.0128701,unknown,1,2016.0
KOI-3801,KOI-3801,0.954,0.965,5825.0,0.21,KOI-3801 b,1.03961,269.5,288.3120487,0.877588,unknown,1,2016.0
KOI-3811,KOI-3811,0.954,0.763,5551.0,-0.72,KOI-3811 b,0.63572,245.1,290.1402526,0.761703,unknown,1,2016.0
KOI-3815,KOI-3815,0.954,1.064,6167.0,0.07,KOI-3815 b,0.75866,1167.0,4.742554661,0.057854,unknown,1,2016.0
KOI-3818,KOI-3818,0.954,2.284,5645.0,0.0,KOI-3818 b,0.28524,3111.0,1.9085102,0.0389306,unknown,1,2016.0
KOI-3823,KOI-3823,0.954,0.87,5817.0,-0.14,KOI-3823 b,0.50514,293.2,202.1177969,0.666469,unknown,1,2016.0
KOI-3830,KOI-3830,0.954,0.76,5661.0,-0.48,KOI-3830 b,1.23937,1593.0,1.031089893,0.0186826,unknown,1,2016.0
KOI-3835,KOI-3835,0.954,1.945,5089.0,0.12,KOI-3835 b,0.64703,617.0,47.148475,0.257803,unknown,1,2016.0
KOI-3837,KOI-3837,0.954,1.188,6540.0,-0.38,KOI-3837 b,0.83293,1140.0,7.44138085,0.0760928,unknown,1,2016.0
KOI-3848,KOI-3848,0.954,0.853,5770.0,-0.16,KOI-3848 b,0.16786,1382.0,1.847884474,0.0289365,unknown,1,2016.0
KOI-3853,KOI-3853,0.954,4.811,5081.0,-0.14,KOI-3853 b,3.144,1174.0,21.51290486,0.175383,unknown,1,2016.0
