system_name,star_name,star_mass,star_radius,star_temperature,star_metallicity,planet_name,planet_radius,planet_temperature,planet_period,semi_major_axis,discovery_method,is_transiting,discovery_year
EPIC 211901114,EPIC 211901114,0.46,0.46,3440.0,0.14,EPIC 211901114 b,0.856,762.0,1.648932,0.104541,transit,1,2016.0
EPIC 211913977,EPIC 211913977,0.8,0.73,4819.0,0.14,EPIC 211913977 b,0.178,762.0,14.677286,0.104541,transit,1,2016.0
EPIC 211916756,EPIC 211916756,0.43,0.44,3410.0,0.14,EPIC 211916756 b,0.33,762.0,10.135091,0.0653,transit,1,2016.0
EPIC 211945201,EPIC 211945201,1.17,1.39,6069.0,0.1,EPIC 211945201 b,0.514,817.0,19.49221,0.1493,transit,1,2018.0
EPIC 211969807,EPIC 211969807,0.51,0.48,3660.0,0.14,EPIC 211969807 b,0.17,762.0,1.97419,0.104541,transit,1,2016.0
EPIC 211970147,EPIC 211970147,0.77,0.71,4695.0,0.14,EPIC 211970147 b,0.116,762.0,9.915615,0.104541,transit,1,2016.0
EPIC 211990866,EPIC 211990866,1.18,1.19,6120.0,0.14,EPIC 211990866 b,0.312,762.0,1.673916,0.104541,transit,1,2016.0
EPIC 212297394,EPIC 212297394,0.83,0.945,5645.0,0.0,EPIC 212297394 b,0.118,762.0,2.28943,0.104541,transit,1,2019.0
EPIC 212424622,EPIC 212424622,1.11,0.945,5645.0,0.0,EPIC 212424622 b,0.194,762.0,18.0983,0.104541,transit,1,2019.0
EPIC 212499991,EPIC 212499991,0.91,0.945,5645.0,0.0,EPIC 212499991 b,0.143,762.0,34.885,0.104541,transit,1,2019.0
EPIC 212587672,EPIC 212587672,0.99,0.98,6004.0,-0.18,EPIC 212587672 c,0.207,658.0,23.228555,0.104541,transit,1,2016.0
EPIC 212587672,EPIC 212587672,0.99,0.98,6004.0,-0.18,EPIC 212587672 b,0.112,756.0,15.28078,0.104541,transit,1,2019.0
EPIC 212624936,EPIC 212624936,1.0,0.93,5765.0,-0.39,EPIC 212624936 b,0.107,762.0,0.578657,0.104541,transit,1,2021.0
EPIC 212624936,EPIC 212624936,1.0,0.93,5765.0,-0.39,EPIC 212624936 c,0.205,762.0,11.811437,0.104541,transit,1,2021.0
EPIC 212737443,EPIC 212737443,0.69,0.67,4684.0,-0.137,EPIC 212737443 b,0.231,536.0,13.603,0.098,transit,1,2019.0
EPIC 212737443,EPIC 212737443,0.69,0.67,4684.0,-0.137,EPIC 212737443 c,0.24,316.0,65.55,0.28,transit,1,2019.0
EPIC 212803289,EPIC 212803289,1.6,3.1,5990.0,0.2,K2-99 b,1.29,762.0,18.249,0.159,transit,1,2016.0
EPIC 216468514,EPIC 216468514,1.3,1.78,6030.0,0.1,EPIC 216468514 b,1.44,762.0,3.31392,0.048,transit,1,2016.0
EPIC 218916923,EPIC 218916923,0.918,0.86,5287.0,0.21,EPIC 218916923 b,0.812,762.0,28.38229,0.1811,transit,1,2017.0
EPIC 220504338,EPIC 220504338,1.007,1.047,5627.0,0.18,EPIC 220504338 b,0.91,762.0,5.817712,0.0575,transit,1,2016.0
EPIC 220674823,EPIC 220674823,0.93,0.83,5814.0,-0.28,EPIC 220674823 b,0.13,762.0,0.571308,0.011,transit,1,2016.0
EPIC 220674823,EPIC 220674823,0.93,0.83,5814.0,-0.28,EPIC 220674823 c,0.226,762.0,13.341245,0.064,transit,1,2016.0
EPIC 228735255,EPIC 228735255,1.005,0.987,5654.0,0.12,EPIC 228735255 b,1.095,762.0,6.5693,0.0591,transit,1,2017.0
EPIC 228754001,EPIC 228754001,1.19,4.11,4878.0,-0.11,EPIC 228754001 b,1.089,762.0,9.1708,0.0916,transit,1,2017.0
EPIC 228813918,EPIC 228813918,0.463,0.442,3492.0,0.08,EPIC 22881391 b,0.079,762.0,0.179715,0.0058,transit,1,2017.0
EPIC 228836835,EPIC 228836835,0.42,0.32,3782.0,-0.18,EPIC 228836835 b,0.098,932.0,0.728113,0.104541,transit,1,2021.0
EPIC 229004835,EPIC 229004835,0.97,1.0,5868.0,-0.12,EPIC 229004835 b,0.208,804.0,16.141132,0.1237,transit,1,2023.0
EPIC 246193072,EPIC 246193072,0.9,0.82,5282.0,0.098,EPIC 246193072 b,0.774,650.0,12.4551225,0.1016,transit,1,2020.0
EPIC 246851721,EPIC 246851721,1.32,1.59,6202.0,0.141,EPIC 246851721 b,1.051,1401.0,6.180235,0.07229,transit,1,2018.0
EPIC 248847494,EPIC 248847494,0.9,2.7,4898.0,-0.23,EPIC 248847494 b,1.11,183.0,3650.0,4.5,transit,1,2018.0
EPIC 249893012,EPIC 249893012,1.05,1.71,5430.0,0.2,EPIC 249893012 b,0.174,1616.0,3.5951,0.047,transit,1,2020.0
EPIC 249893012,EPIC 249893012,1.05,1.71,5430.0,0.2,EPIC 249893012 c,0.327,990.0,15.624,0.13,transit,1,2020.0
EPIC 249893012,EPIC 249893012,1.05,1.71,5430.0,0.2,EPIC 249893012 d,0.352,752.0,35.747,0.22,transit,1,2020.0
eps Eridani,eps Eridani,0.82,0.743,5135.0,-0.07,eps Eridani b,0.203,762.0,2651.0,3.51,RV,0,2000.0
eps Tau,eps Tau,2.7,13.7,4901.0,0.17,eps Tau b,0.203,762.0,594.9,1.93,RV,0,2007.0
eta Cet,eta Cet,1.7,14.3,4528.0,0.12,eta Cet b,0.203,762.0,407.3,1.27,RV,0,2014.0
eta Cet,eta Cet,1.7,14.3,4528.0,0.12,eta Cet c,0.203,762.0,744.3,1.93,RV,0,2014.0
FN Lyr,FN Lyr,0.595,0.945,6457.0,0.0,FN Lyr b,0.203,762.0,794.8,0.5,timing,0,2016.0
FU Tau,FU Tau A,0.05,0.945,2838.0,0.0,FU Tau B,0.203,2375.0,11.8705247,0.104541,imaging,0,2009.0
G 264-012,G 264-012,0.297,0.305,3326.0,0.1,G 264-012 b,0.203,587.0,2.30538,0.02279,RV,0,2021.0
G 264-012,G 264-012,0.297,0.305,3326.0,0.1,G 264-012 c,0.203,387.0,8.0518,0.0525,RV,0,2021.0
G 9-40,G 9-40,0.29,0.31,3348.0,0.04,G 9-40 b,0.181,456.0,5.746007,0.0385,transit,1,2019.0
Gaia-2,Gaia-2,1.0,1.064,5720.0,0.0,Gaia-2 b,1.327,762.0,3.6915237,0.0467,transit,1,2022.0
gam Psc,gam Psc,0.954,0.945,5645.0,0.0,gam Psc b,0.203,762.0,555.1,1.32,RV,0,2021.0
gamma Libra,gamma Libra,1.47,11.1,4822.0,-0.3,gamma Libra b,0.203,762.0,415.2,1.24,RV,0,2018.0
gamma Libra,gamma Libra,1.47,11.1,4822.0,-0.3,gamma Librai c,0.203,762.0,964.6,2.17,RV,0,2018.0
GAT 1370,GAT 1370,0.089,0.107,2904.0,-0.19,GAT 1370 b,0.203,762.0,4.91,0.0252,RV,0,2019.0
GAT 1370,GAT 1370,0.089,0.107,2904.0,-0.19,GAT 1370 c,0.203,762.0,11.409,0.0443,RV,0,2019.0
GJ 1061,GJ 1061,0.12,0.16,2953.0,-0.08,GJ 1061 b,0.203,762.0,3.204,0.021,RV,0,2020.0
GJ 1061,GJ 1061,0.12,0.16,2953.0,-0.08,GJ 1061 c,0.203,762.0,6.689,0.035,RV,0,2020.0
GJ 1061,GJ 1061,0.12,0.16,2953.0,-0.08,GJ 1061 d,0.203,762.0,13.031,0.054,RV,0,2020.0
GJ 1132,GJ 1132,0.18,0.21,3270.0,0.0,GJ 1132 b,0.101,529.0,1.628931,0.0153,transit,1,2015.0
GJ 1132,GJ 1132,0.18,0.21,3270.0,0.0,GJ 1132 c,0.203,300.0,8.929,0.0476,RV,0,2018.0
GJ 1148,GJ 1148,0.34,0.36,3287.0,0.16,GJ 1148 c,0.866,762.0,532.58,0.912,RV,0,2017.0
GJ 1148,GJ 1148,0.34,0.36,3287.0,0.16,GJ 1148 b,1.07,762.0,41.38,0.166,RV,0,2010.0
GJ 1151,GJ 1151,0.17,0.2,5645.0,0.0,GJ 1151 c,0.203,762.0,2.018,0.01735,RV,0,2021.0
GJ 1252,GJ 1252,0.38,0.39,3458.0,0.1,GJ 1252 b,0.106,1089.0,0.5182349,0.00916,transit,1,2020.0
GJ 1265,GJ 1265,0.18,0.19,3236.0,-0.04,GJ 1265 b,0.203,762.0,3.6511,0.026,RV,0,2018.0
GJ 143,GJ 143,0.73,0.69,4640.0,0.003,GJ 143 b,0.233,422.0,35.61253,0.1915,transit,1,2019.0
GJ 143,GJ 143,0.73,0.69,4640.0,0.003,GJ 143 c,0.08,701.0,7.78993,0.0695,transit,1,2019.0
GJ 160.2,GJ 160.2,0.69,0.945,4347.0,0.0,GJ 160.2 b,0.203,762.0,5.2354,0.053,RV,0,2014.0
GJ 180,GJ 180,0.43,0.945,5645.0,0.0,GJ 180 b,0.203,762.0,17.133,0.092,RV,0,2014.0
GJ 180,GJ 180,0.43,0.945,5645.0,0.0,GJ 180 c,0.203,762.0,24.329,0.129,RV,0,2014.0
GJ 180,GJ 180,0.43,0.945,5645.0,0.0,GJ 180 d,0.203,762.0,106.3,0.309,RV,0,2020.0
GJ 2030,GJ 2030,0.96,2.24,5485.0,-0.4,GJ 2030 b,0.181,762.0,2.38129,0.034,RV,0,2022.0
GJ 2030,GJ 2030,0.96,2.24,5485.0,-0.4,GJ 2030 c,1.1,762.0,25533.11353,16.761,RV,0,2022.0
GJ 2056,GJ 2056,0.62,0.945,5645.0,0.0,GJ 2056 b,0.203,762.0,69.971,0.283,RV,0,2020.0
GJ 251,GJ 251,0.36,0.36,3451.0,-0.03,GJ 251 b,0.203,351.0,14.238,0.0818,RV,0,2020.0
GJ 27.1,GJ 27.1,0.53,0.945,3542.0,0.0,GJ 27.1 b,0.203,762.0,15.819,0.101,RV,0,2014.0
GJ 273,GJ 273,0.29,0.293,3382.0,0.09,GJ 273 b,0.203,762.0,18.6498,0.091101,RV,0,2017.0
GJ 273,GJ 273,0.29,0.293,3382.0,0.09,GJ 273 c,0.203,762.0,4.7234,0.036467,RV,0,2017.0
GJ 3082,GJ 3082,0.47,0.945,5645.0,0.0,GJ 3082 b,0.203,762.0,11.949,0.079,RV,0,2020.0
GJ 3090,GJ 3090,0.519,0.516,3556.0,-0.06,GJ 3090 b,0.19,692.0,2.8531054,0.03165,transit,1,2022.0
GJ 3138,GJ 3138,0.681,0.5,3717.0,-0.3,GJ 3138 b,0.203,762.0,5.974,0.057,RV,0,2017.0
GJ 3138,GJ 3138,0.681,0.5,3717.0,-0.3,GJ 3138 c,0.203,762.0,1.22003,0.0197,RV,0,2017.0
GJ 3138,GJ 3138,0.681,0.5,3717.0,-0.3,GJ 3138 d,0.203,762.0,257.8,0.698,RV,0,2017.0
GJ 317,GJ 317,0.42,0.945,5645.0,0.0,GJ 317 b,0.203,762.0,695.66,1.151,RV,0,2007.0
GJ 317,GJ 317,0.42,0.945,5645.0,0.0,GJ 317 c,0.203,762.0,6739.323,5.23,RV,0,2018.0
GJ 3222,GJ 3222,0.89,0.93,5257.46,0.16,GJ 3222 b,0.308,762.0,10.6666864,0.091179,RV,0,2022.0
GJ 3323,GJ 3323,0.164,0.119,3159.0,-0.27,GJ 3323 b,0.203,762.0,5.3636,0.03282,RV,0,2017.0
GJ 3323,GJ 3323,0.164,0.119,3159.0,-0.27,GJ 3323 c,0.203,762.0,40.54,0.1264,RV,0,2017.0
GJ 338 B,GJ 338 B,0.64,0.58,4005.0,-0.03,GJ 338 B b,0.203,391.0,24.45,0.141,RV,0,2020.0
GJ 3473,GJ 3473,0.36,0.36,3347.0,0.11,GJ 3473 b,0.113,773.0,1.1980035,0.01589,transit,1,2020.0
GJ 3473,GJ 3473,0.36,0.36,3347.0,0.11,GJ 3473 c,0.203,329.0,15.509,0.0876,RV,0,2020.0
GJ 3512,GJ 3512,0.12,0.14,3081.0,-0.07,GJ 3512 b,0.203,762.0,203.59,0.338,RV,0,2019.0
GJ 357,GJ 357,0.34,0.34,3505.0,-0.12,GJ 357 b,0.109,525.0,3.93072,0.035,transit,1,2019.0
GJ 357,GJ 357,0.34,0.34,3505.0,-0.12,GJ 357 c,0.203,401.0,9.1247,0.061,RV,0,2019.0
GJ 357,GJ 357,0.34,0.34,3505.0,-0.12,GJ 357 d,0.203,220.0,55.661,0.204,RV,0,2019.0
GJ 367,GJ 367,0.954,0.945,5645.0,0.0,GJ 367 b,0.06406,762.0,0.321962,0.0071,transit,1,2021.0
GJ 3779,GJ 3779,0.27,0.28,3324.0,0.0,GJ 3779 b,0.203,762.0,3.0232,0.026,RV,0,2018.0
GJ 3929,GJ 3929,0.309,0.35,3369.0,0.0,GJ 3929 b,0.1026,569.0,2.6162745,0.02569,transit,1,2022.0
GJ 3929,GJ 3929,0.309,0.35,3369.0,0.0,GJ 3929 c,0.203,326.5,14.303,0.078,RV,0,2022.0
GJ 393,GJ 393,0.426,0.426,3579.0,-0.09,GJ 393 b,0.203,485.0,7.02679,0.05402,RV,0,2021.0
GJ 3942,GJ 3942,0.63,0.61,3867.0,-0.04,GJ 3942 b,0.203,590.0,6.905,0.0608,RV,0,2017.0
GJ 3998,GJ 3998,0.5,0.49,3722.0,-0.16,GJ 3998 b,0.203,762.0,2.64977,0.029,RV,0,2016.0
GJ 3998,GJ 3998,0.5,0.49,3722.0,-0.16,GJ 3998 c,0.203,762.0,13.74,0.089,RV,0,2016.0
GJ 411,GJ 411,0.39,0.39,3601.0,-0.09,GJ 411 b,0.129,370.1,12.946,0.0789,RV,0,2019.0
GJ 411,GJ 411,0.39,0.39,3601.0,-0.09,GJ 411 c,0.396,762.0,3190.0,3.1,RV,0,2021.0
GJ 422,GJ 422,0.35,0.945,5645.0,0.0,GJ 422 b,0.203,762.0,20.129,0.111,RV,0,2014.0
GJ 4276,GJ 4276,0.41,0.41,3387.0,0.12,GJ 4276 b,0.203,762.0,13.352,0.082,RV,0,2019.0
GJ 433,GJ 433,0.48,0.945,5645.0,0.0,GJ 433 b,0.203,762.0,7.3705,0.062,RV,0,2011.0
GJ 433,GJ 433,0.48,0.945,5645.0,0.0,GJ 433 c,0.203,762.0,5094.105,4.819,RV,0,2014.0
GJ 433,GJ 433,0.48,0.945,5645.0,0.0,GJ 433 d,0.203,762.0,36.059,0.178,RV,0,2020.0
GJ 463,GJ 463,0.49,0.49,3540.0,0.0,GJ 463 b,1.16,762.0,3448.0,3.53,RV,0,2022.0
GJ 480,GJ 480,0.45,0.945,5645.0,0.0,GJ 480 b,0.203,762.0,9.567,0.068,RV,0,2020.0
GJ 486,GJ 486,0.323,0.328,3340.0,0.07,GJ 486 b,0.11643,700.0,1.467119,0.01734,transit,1,2021.0
GJ 514,GJ 514,0.51,0.5,3728.0,-0.14,GJ 514 b,0.19,202.0,140.43,0.422,RV,0,2022.0
GJ 536,GJ 536,0.52,0.5,3685.0,-0.08,GJ 536 b,0.203,762.0,8.7076,0.06661,RV,0,2016.0
GJ 625,GJ 625,0.3,0.31,3499.0,-0.38,GJ 625 b,0.203,762.0,14.628,0.078361,RV,0,2017.0
GJ 682,GJ 682,0.27,0.945,3028.0,0.0,GJ 682 b,0.203,762.0,17.478,0.08,RV,0,2014.0
GJ 682,GJ 682,0.27,0.945,3028.0,0.0,GJ 682 c,0.203,762.0,57.32,0.176,RV,0,2014.0
GJ 685,GJ 685,0.55,0.54,3816.0,-0.15,GJ 685 b,0.203,762.0,24.16,0.1344,RV,0,2019.0
GJ 687,GJ 687,0.4,0.945,5645.0,0.0,GJ 687 b,0.203,762.0,38.142,0.163,RV,0,2014.0
GJ 687,GJ 687,0.4,0.945,5645.0,0.0,GJ 687 c,0.203,762.0,727.562,1.165,RV,0,2020.0
GJ 720 A,GJ 720 A,0.57,0.56,3837.0,-0.14,GJ 720 A b,0.336,401.0,19.466,0.119,RV,0,2021.0
GJ 740,GJ 740,0.954,0.945,5645.0,0.0,GJ 740 b,0.203,829.0,2.37756,0.029,RV,0,2021.0
GJ 887,GJ 887,0.49,0.47,3688.0,-0.06,GJ 887 b,0.203,468.0,9.262,0.068,RV,0,2020.0
GJ 887,GJ 887,0.49,0.47,3688.0,-0.06,GJ 887 c,0.203,352.0,21.789,0.12,RV,0,2020.0
GJ 9066,GJ 9066,0.15,0.945,5645.0,0.0,GJ 9066 b,0.203,762.0,241.883,0.403,RV,0,2020.0
GJ 9066,GJ 9066,0.15,0.945,5645.0,0.0,GJ 9066 c,0.203,762.0,767.887,0.87,RV,0,2020.0
GJ 9404,GJ 9404,0.62,0.63,3811.0,0.0,GJ 9404 b,0.31,762.0,13.4586,0.0943,RV,0,2023.0
GJ 96,GJ 96,0.6,0.945,3785.0,0.14,GJ 96 b,0.203,762.0,73.94,0.291,RV,0,2018.0
GJ 9689,GJ 9689,0.59,0.57,3836.0,0.05,GJ 9689 b,0.203,450.0,18.27,0.1139,RV,0,2021.0
GJ 9714,GJ 9714,0.67,0.66,4263.0,0.0,GJ 9714 b,1.11,762.0,19240.75467009,12.341073,RV,0,2022.0
GJ 9827,GJ 9827,0.61,0.6,4340.0,-0.26,GJ 9827 b,0.141,762.0,1.2089819,0.0188,transit,1,2017.0
GJ 9827,GJ 9827,0.61,0.6,4340.0,-0.26,GJ 9827 c,0.111,762.0,3.6480957,0.03925,transit,1,2017.0
GJ 9827,GJ 9827,0.61,0.6,4340.0,-0.26,GJ 9827 d,0.18,762.0,6.2014698,0.05591,transit,1,2017.0
Gl 378,Gl 378,0.56,0.56,3879.0,0.06,Gl 378 b,0.203,830.0,3.822,0.039435,RV,0,2019.0
Gl 686,Gl 686,0.42,0.42,3663.0,-0.3,Gl 686 b,0.203,762.0,15.5314,0.0917,RV,1,2018.0
Gliese 1214,Gliese 1214,0.15,0.216,3026.0,0.39,Gliese 1214 b,0.24463,762.0,1.580404497,0.01411,transit,1,2009.0
Gliese 163,GJ 163,0.4,0.945,5645.0,0.0,Gliese 163 b,0.203,762.0,8.6312,0.06,RV,0,2012.0
Gliese 163,GJ 163,0.4,0.945,5645.0,0.0,Gliese 163 c,0.203,762.0,25.637,0.124,RV,0,2012.0
Gliese 163,GJ 163,0.4,0.945,5645.0,0.0,Gliese 163 d,0.203,762.0,604.0,1.021,RV,0,2013.0
Gliese 163,GJ 163,0.4,0.945,5645.0,0.0,Gliese 163 e,0.203,762.0,349.0,0.7,RV,0,2019.0
Gliese 163,GJ 163,0.4,0.945,5645.0,0.0,Gliese 163 f,0.203,762.0,109.5,0.326,RV,0,2019.0
Gliese 176,Gliese 176,0.49,0.53,3520.0,-0.1,Gliese 176 b,0.203,762.0,8.7836,0.066,RV,0,2007.0
Gliese 179,Gliese 179,0.357,0.38,3370.0,0.3,Gliese 179 b,0.203,762.0,2288.0,2.41,RV,0,2010.0
Gliese 221,Gliese 221,0.7,0.945,4324.0,-0.14,Gliese 221 b,0.203,762.0,3.8728,0.0428,RV,0,2013.0
Gliese 221,Gliese 221,0.7,0.945,4324.0,-0.14,Gliese 221 c,0.203,762.0,125.94,0.435,RV,0,2013.0
Gliese 221,Gliese 221,0.7,0.945,4324.0,-0.14,Gliese 221 d,0.203,762.0,487.0,1.06,RV,0,2014.0
Gliese 221,Gliese 221,0.7,0.945,4324.0,-0.14,Gliese 221 e,0.203,762.0,2.3946,0.03,RV,0,2019.0
Gliese 328,Gliese 328,0.69,0.945,3900.0,0.0,Gliese 328 b,0.203,762.0,4100.0,4.5,RV,0,2013.0
Gliese 3293,Gliese 3293,0.42,0.404,3466.0,0.02,Gliese 3293 b,0.203,762.0,30.6,0.1434,RV,0,2014.0
Gliese 3293,Gliese 3293,0.42,0.404,3466.0,0.02,Gliese 3293 d,0.203,762.0,123.98,0.3644,RV,0,2014.0
Gliese 3293,Gliese 3293,0.42,0.404,3466.0,0.02,Gliese 3293 c,0.203,762.0,48.14,0.1939,RV,0,2014.0
Gliese 3341,Gliese 3341,0.47,0.439,3546.0,-0.09,Gliese 3341 b,0.203,762.0,14.207,0.089,RV,0,2014.0
Gliese 3470,Gliese 3470,0.51,0.48,3652.0,0.17,Gliese 3470 b,0.346,762.0,3.3366487,0.031,transit,1,2012.0
Gliese 3634,Gliese 3634,0.45,0.43,3314.0,0.0,Gliese 3634 b,0.203,565.4,2.64561,0.0287,RV,0,2011.0
Gliese 436,Gliese 436,0.445,0.449,3479.0,-0.32,Gliese 436 b,0.361,762.0,2.64389803,0.0286,transit,1,2004.0
Gliese 436,Gliese 436,0.445,0.449,3479.0,-0.32,UCF-1.01,0.0589,762.0,1.365862,0.104541,transit,1,2012.0
Gliese 436,Gliese 436,0.445,0.449,3479.0,-0.32,UCF-1.02,0.058,762.0,11.8705247,0.104541,transit,1,2012.0
Gliese 49,Gliese 49,0.52,0.51,3805.0,0.13,Gliese 49 b,0.203,762.0,13.8508,0.0905,RV,0,2019.0
Gliese 504,Gliese 504,1.16,1.36,5978.0,0.13,Gliese 504 b,0.96,544.0,11.8705247,0.104541,imaging,0,2013.0
Gliese 581,Gliese 581,0.31,0.3,3498.0,-0.135,Gliese 581 b,0.203,419.2,5.3686,0.04061,RV,0,2005.0
Gliese 581,Gliese 581,0.31,0.3,3498.0,-0.135,Gliese 581 c,0.203,312.7,12.914,0.0721,RV,0,2007.0
Gliese 581,Gliese 581,0.31,0.3,3498.0,-0.135,Gliese 581 d,0.203,181.0,66.64,0.22,RV,0,2007.0
Gliese 581,Gliese 581,0.31,0.3,3498.0,-0.135,Gliese 581 e,0.203,500.8,3.149,0.02815,RV,0,2009.0
Gliese 581,Gliese 581,0.31,0.3,3498.0,-0.135,Gliese 581 f,0.203,762.0,433.0,0.758,RV,0,2010.0
Gliese 581,Gliese 581,0.31,0.3,3498.0,-0.135,Gliese 581 g,0.203,230.9,36.5,0.146,RV,0,2010.0
Gliese 649,Gliese 649,0.54,0.945,3700.0,0.08,Gliese 649 b,0.203,102.2,598.3,1.135,RV,0,2009.0
Gliese 649,Gliese 649,0.54,0.945,3700.0,0.08,GJ 649.02,0.203,762.0,4.4762,0.043,RV,0,2013.0
Gliese 674,Gliese 674,0.35,0.945,3600.0,-0.28,Gliese 674 b,0.203,519.6,4.6938,0.039,RV,0,2007.0
Gliese 785,Gliese 785,0.8,0.945,5166.0,-0.04,Gliese 785 b,0.203,331.7,74.72,0.32,RV,0,2010.0
Gliese 785,Gliese 785,0.8,0.945,5166.0,-0.04,Gliese 785 c,0.203,171.8,525.8,1.18,RV,0,2011.0
Gliese 832,Gliese 832,0.45,0.945,3472.0,-0.3,Gliese 832 b,0.203,762.0,3660.0,3.6,RV,0,2008.0
Gliese 832,Gliese 832,0.45,0.945,3472.0,-0.3,Gliese 832 c,0.203,762.0,35.67,0.162,RV,0,2014.0
Gliese 849,Gliese 849,0.49,0.52,3601.0,0.31,Gliese 849 b,0.203,762.0,1924.0,2.39,RV,0,2006.0
Gliese 849,Gliese 849,0.49,0.52,3601.0,0.31,Gliese 849 c,0.203,762.0,5520.0,4.82,RV,0,2013.0
Gliese 876,Gliese 876,0.37,0.3761,3129.0,0.19,Gliese 876 b,0.203,762.0,61.087,0.218589,RV,0,2000.0
Gliese 876,Gliese 876,0.37,0.3761,3129.0,0.19,Gliese 876 c,0.203,762.0,30.0766,0.135985,RV,0,2000.0
Gliese 876,Gliese 876,0.37,0.3761,3129.0,0.19,Gliese 876 d,0.203,762.0,1.93787,0.0218393,RV,0,2005.0
Gliese 876,Gliese 876,0.37,0.3761,3129.0,0.19,Gliese 876 e,0.203,762.0,124.72,0.3343,RV,0,2010.0
GQ Lup,GQ Lup,0.7,0.945,5150.0,0.0,GQ Lup b,1.8,762.0,11.8705247,0.104541,imaging,0,2005.0
GSC 06214-00210,GSC 06214-00210,0.9,0.945,4060.0,0.0,GSC 06214-00210 b,0.203,1700.0,11.8705247,0.104541,imaging,0,2010.0
GU Psc,GU Psc,0.325,0.945,5645.0,0.1,GU Psc b,0.203,1050.0,11.8705247,0.104541,imaging,0,2014.0
HAT-P-1,HAT-P-1,1.133,1.115,5975.0,0.13,HAT-P-1 b,1.217,1182.1,4.4652934,0.05535,transit,1,2006.0
HAT-P-11,HAT-P-11,0.809,0.683,4780.0,0.31,HAT-P-11 b,0.389,762.0,4.887802443,0.05254,transit,1,2009.0
HAT-P-11,HAT-P-11,0.809,0.683,4780.0,0.31,HAT-P-11 c,0.203,762.0,3407.0,4.13,RV,0,2018.0
HAT-P-12,HAT-P-12,0.73,0.7,4650.0,-0.29,HAT-P-12 b,0.959,875.4,3.2130598,0.0384,transit,1,2009.0
HAT-P-13,HAT-P-13,1.22,1.56,5638.0,0.41,HAT-P-13 b,1.28,1504.3,2.916243,0.0426,transit,1,2009.0
HAT-P-13,HAT-P-13,1.22,1.56,5638.0,0.41,HAT-P-13 c,0.203,276.2,448.2,1.186,RV,1,2009.0
HAT-P-15,HAT-P-15,1.013,1.08,5568.0,0.22,HAT-P-15 b,1.072,819.9,10.863502,0.0964,transit,1,2010.0
HAT-P-17,HAT-P-17,0.857,0.837,5246.0,0.0,HAT-P-17 b,1.01,707.1,10.338523,0.0882,transit,1,2010.0
HAT-P-17,HAT-P-17,0.857,0.837,5246.0,0.0,HAT-P-17 c,0.203,127.5,1798.0,2.75,RV,1,2010.0
HAT-P-18,HAT-P-18,0.77,0.717,4870.0,0.1,HAT-P-18 b,0.947,841.0,5.507978,0.0559,transit,1,2010.0
HAT-P-19,HAT-P-19,0.842,0.82,4990.0,0.23,HAT-P-19 b,1.109,1010.0,4.0087844,0.0466,transit,1,2010.0
HAT-P-2,HAT-P-2,1.36,1.64,6290.0,0.14,HAT-P-2 b,0.951,1343.6,5.6334729,0.0674,transit,1,2007.0
HAT-P-20,HAT-P-20,0.756,0.694,4595.0,0.35,HAT-P-20 b,0.867,888.3,2.875317,0.0361,transit,1,2010.0
HAT-P-21,HAT-P-21,0.947,1.105,5588.0,0.01,HAT-P-21 b,1.024,1161.5,4.124461,0.0494,transit,1,2010.0
HAT-P-22,HAT-P-22,0.916,1.04,5302.0,0.24,HAT-P-22 b,1.08,1171.7,3.21222,0.0414,transit,1,2010.0
HAT-P-23,HAT-P-23,1.13,1.203,5905.0,0.15,HAT-P-23 b,1.368,1873.6,1.212884,0.0232,transit,1,2010.0
HAT-P-25,HAT-P-25,1.01,0.959,5500.0,0.31,HAT-P-25 b,1.19,1100.1,3.652836,0.0466,transit,1,2010.0
HAT-P-26,HAT-P-26,0.816,0.788,5079.0,-0.04,HAT-P-26 b,0.565,907.4,4.234516,0.0479,transit,1,2010.0
HAT-P-27,HAT-P-27,0.92,0.87,5300.0,0.14,HAT-P-27 b,1.02,1102.7,3.039577,0.04,transit,1,2011.0
HAT-P-28,HAT-P-28,1.025,1.103,5680.0,0.12,HAT-P-28 b,1.212,1262.4,3.257215,0.0434,transit,1,2011.0
HAT-P-29,HAT-P-29,1.207,1.224,6087.0,0.21,HAT-P-29 b,1.107,1149.1,5.72318,0.0667,transit,1,2011.0
HAT-P-3,HAT-P-3,0.917,0.799,5224.0,0.27,HAT-P-3 b,0.827,1047.2,2.899703,0.03866,transit,1,2007.0
HAT-P-31,HAT-P-31,1.218,1.36,6065.0,0.15,HAT-P-31 b,1.07,1324.7,5.005425,0.055,transit,1,2011.0
HAT-P-34,HAT-P-34,1.392,1.535,6442.0,0.22,HAT-P-34 b,1.197,1335.3,5.4527,0.0677,transit,1,2012.0
HAT-P-35,HAT-P-35,1.236,1.435,6096.0,0.11,HAT-P-35 b,1.332,1442.8,3.6467,0.0498,transit,1,2012.0
HAT-P-36,HAT-P-36,1.03,1.04,5620.0,0.0,HAT-P-36 b,1.277,1781.0,1.32734683,0.0241,transit,1,2011.0
HAT-P-37,HAT-P-37,0.929,0.877,5500.0,0.03,HAT-P-37 b,1.178,1166.3,2.797436,0.0378,transit,1,2012.0
